ATADS : Airport Operations : Standard Report,,,,,,,,,,
,,,,,,,,,,
"From 1/1/2019 To 2/28/2022 | Facility=SEA, PAE, MWH",,,,,,,,,,
2020-09-14,MWH,11,1,2,23,37,0,0,0,37
2020-09-14,PAE,9,8,15,0,32,0,0,0,32
2020-09-14,SEA,740,10,0,0,750,0,0,0,750
2020-09-15,MWH,6,2,11,30,49,0,0,0,49
2020-09-15,PAE,9,3,1,1,14,0,0,0,14
2020-09-15,SEA,735,13,5,0,753,0,0,0,753
2020-09-16,MWH,0,5,13,7,25,0,0,0,25
2020-09-16,PAE,8,4,15,0,27,0,0,0,27
2020-09-16,SEA,789,14,9,0,812,0,0,0,812
2020-09-17,MWH,42,3,7,6,58,0,0,0,58
2020-09-17,PAE,14,3,42,0,59,73,0,73,132
2020-09-17,SEA,828,10,3,0,841,0,0,0,841
2020-09-18,MWH,8,1,17,9,35,0,0,0,35
2020-09-18,PAE,10,7,19,4,40,0,0,0,40
2020-09-18,SEA,854,10,0,0,864,0,0,0,864
2020-09-19,MWH,0,0,21,1,22,4,0,4,26
2020-09-19,PAE,9,5,109,0,123,13,0,13,136
2020-09-19,SEA,811,6,2,0,819,0,0,0,819
2020-09-20,MWH,4,1,34,3,42,38,0,38,80
2020-09-20,PAE,14,9,222,0,245,256,0,256,501
2020-09-20,SEA,833,2,4,0,839,0,0,0,839
2020-09-21,MWH,51,3,50,41,145,38,60,98,243
2020-09-21,PAE,10,10,254,1,275,414,8,422,697
2020-09-21,SEA,823,13,5,0,841,0,0,0,841
2020-09-22,MWH,26,95,58,45,224,210,24,234,458
2020-09-22,PAE,17,7,244,2,270,305,0,305,575
2020-09-22,SEA,806,15,6,2,829,0,0,0,829
2020-09-23,MWH,5,88,28,32,153,242,56,298,451
2020-09-23,PAE,8,4,31,0,43,0,0,0,43
2020-09-23,SEA,815,12,2,0,829,0,0,0,829
2020-09-24,MWH,19,0,17,53,89,9,121,130,219
2020-09-24,PAE,10,5,70,8,93,87,0,87,180
2020-09-24,SEA,834,14,1,0,849,0,0,0,849
2020-09-25,MWH,33,1,17,9,60,0,30,30,90
2020-09-25,PAE,19,8,45,0,72,22,0,22,94
2020-09-25,SEA,867,12,1,0,880,0,0,0,880
2020-09-26,MWH,22,1,45,8,76,14,8,22,98
2020-09-26,PAE,10,0,111,1,122,207,6,213,335
2020-09-26,SEA,804,7,4,0,815,0,0,0,815
2020-09-27,MWH,28,0,46,5,79,66,14,80,159
2020-09-27,PAE,15,2,273,0,290,367,2,369,659
2020-09-27,SEA,824,2,3,0,829,0,0,0,829
2020-09-28,MWH,40,130,22,19,211,328,8,336,547
2020-09-28,PAE,12,12,259,8,291,361,6,367,658
2020-09-28,SEA,820,13,2,0,835,0,0,0,835
2020-09-29,MWH,30,102,26,13,171,255,8,263,434
2020-09-29,PAE,9,2,270,12,293,428,6,434,727
2020-09-29,SEA,801,10,11,1,823,0,0,0,823
2020-09-30,MWH,23,126,34,14,197,305,20,325,522
2020-09-30,PAE,13,4,271,0,288,581,0,581,869
2020-09-30,SEA,807,16,7,0,830,0,0,0,830
2020-10-01,MWH,19,111,31,27,188,302,48,350,538
2020-10-01,PAE,7,5,164,3,179,449,6,455,634
2020-10-01,SEA,853,11,2,0,866,0,0,0,866
2020-10-02,MWH,21,39,30,24,114,68,52,120,234
2020-10-02,PAE,8,10,192,0,210,355,0,355,565
2020-10-02,SEA,867,11,7,0,885,0,0,0,885
2020-10-03,MWH,10,0,18,0,28,6,0,6,34
2020-10-03,PAE,4,6,18,0,28,0,0,0,28
2020-10-03,SEA,878,1,1,0,880,0,0,0,880
2020-10-04,MWH,18,0,17,0,35,18,0,18,53
2020-10-04,PAE,10,6,70,0,86,1,0,1,87
2020-10-04,SEA,815,2,1,0,818,0,0,0,818
2020-10-05,MWH,12,129,17,79,237,306,80,386,623
2020-10-05,PAE,10,10,165,3,188,275,0,275,463
2020-10-05,SEA,823,10,3,0,836,0,0,0,836
2020-10-06,MWH,16,133,23,43,215,310,4,314,529
2020-10-06,PAE,12,4,257,11,284,364,27,391,675
2020-10-06,SEA,805,12,0,0,817,0,0,0,817
2020-10-07,MWH,7,135,34,42,218,234,29,263,481
2020-10-07,PAE,12,5,68,0,85,82,0,82,167
2020-10-07,SEA,823,14,2,0,839,0,0,0,839
2020-10-08,MWH,11,98,19,42,170,386,79,465,635
2020-10-08,PAE,19,7,138,0,164,465,0,465,629
2020-10-08,SEA,856,12,3,0,871,0,0,0,871
2020-10-09,MWH,64,3,20,11,98,34,30,64,162
2020-10-09,PAE,14,2,136,0,152,208,0,208,360
2020-10-09,SEA,873,11,3,2,889,0,0,0,889
2020-10-10,MWH,2,3,9,4,18,0,8,8,26
2020-10-10,PAE,10,1,36,0,47,79,0,79,126
2020-10-10,SEA,816,5,0,0,821,0,0,0,821
2020-10-11,MWH,30,1,18,0,49,4,0,4,53
2020-10-11,PAE,8,3,51,0,62,134,0,134,196
2020-10-11,SEA,861,1,2,0,864,0,0,0,864
2020-10-12,MWH,15,111,17,0,143,339,0,339,482
2020-10-12,PAE,16,8,184,0,208,376,0,376,584
2020-10-12,SEA,847,13,6,0,866,0,0,0,866
2020-10-13,MWH,13,57,9,6,85,248,16,264,349
2020-10-13,PAE,19,7,14,0,40,2,0,2,42
2020-10-13,SEA,836,12,2,0,850,0,0,0,850
2020-10-14,MWH,44,123,27,27,221,316,36,352,573
2020-10-14,PAE,22,13,179,0,214,441,0,441,655
2020-10-14,SEA,822,15,4,0,841,0,0,0,841
2020-10-15,MWH,23,105,40,34,202,251,33,284,486
2020-10-15,PAE,15,7,342,0,364,527,0,527,891
2020-10-15,SEA,862,19,10,1,892,0,0,0,892
2020-10-16,MWH,30,3,15,5,53,9,6,15,68
2020-10-16,PAE,23,2,51,0,76,32,0,32,108
2020-10-16,SEA,885,14,5,3,907,0,0,0,907
2020-10-17,MWH,14,0,27,0,41,8,0,8,49
2020-10-17,PAE,14,1,81,0,96,130,0,130,226
2020-10-17,SEA,834,7,4,0,845,0,0,0,845
2020-10-18,MWH,0,0,18,3,21,26,0,26,47
2020-10-18,PAE,14,4,42,1,61,2,0,2,63
2020-10-18,SEA,864,2,1,2,869,0,0,0,869
2020-10-19,MWH,74,96,15,28,213,211,69,280,493
2020-10-19,PAE,15,6,64,0,85,213,0,213,298
2020-10-19,SEA,843,14,3,0,860,0,0,0,860
2020-10-20,MWH,41,158,32,43,274,349,56,405,679
2020-10-20,PAE,9,3,204,0,216,457,0,457,673
2020-10-20,SEA,815,13,4,1,833,0,0,0,833
2020-10-21,MWH,2,117,18,19,156,248,26,274,430
2020-10-21,PAE,24,2,146,0,172,323,0,323,495
2020-10-21,SEA,832,16,2,0,850,0,0,0,850
2020-10-22,MWH,44,112,50,26,232,240,62,302,534
2020-10-22,PAE,14,4,217,0,235,400,0,400,635
2020-10-22,SEA,868,19,1,1,889,0,0,0,889
2020-10-23,MWH,66,0,4,10,80,6,14,20,100
2020-10-23,PAE,16,4,53,2,75,59,0,59,134
2020-10-23,SEA,864,13,3,0,880,0,0,0,880
2020-10-24,MWH,0,0,31,0,31,6,0,6,37
2020-10-24,PAE,8,4,237,0,249,420,0,420,669
2020-10-24,SEA,814,6,4,0,824,0,0,0,824
2020-10-25,MWH,2,0,28,0,30,46,0,46,76
2020-10-25,PAE,11,6,346,0,363,515,0,515,878
2020-10-25,SEA,829,1,3,0,833,0,0,0,833
2020-10-26,MWH,44,113,24,22,203,423,15,438,641
2020-10-26,PAE,17,5,210,1,233,534,0,534,767
2020-10-26,SEA,808,13,9,0,830,0,0,0,830
2020-10-27,MWH,10,130,30,31,201,237,40,277,478
2020-10-27,PAE,12,6,209,0,227,285,0,285,512
2020-10-27,SEA,801,14,3,0,818,0,0,0,818
2020-10-28,MWH,68,89,40,15,212,443,26,469,681
2020-10-28,PAE,12,6,154,7,179,150,0,150,329
2020-10-28,SEA,807,14,1,0,822,0,0,0,822
2020-10-29,MWH,32,128,23,25,208,242,17,259,467
2020-10-29,PAE,17,10,174,3,204,184,8,192,396
2020-10-29,SEA,838,13,10,0,861,0,0,0,861
2020-10-30,MWH,18,5,13,9,45,16,0,16,61
2020-10-30,PAE,12,1,159,0,172,288,0,288,460
2020-10-30,SEA,851,13,2,0,866,0,0,0,866
2020-10-31,MWH,0,0,36,0,36,24,0,24,60
2020-10-31,PAE,8,2,342,0,352,415,0,415,767
2020-10-31,SEA,748,5,0,0,753,0,0,0,753
2020-11-01,MWH,4,0,23,4,31,35,0,35,66
2020-11-01,PAE,10,4,330,0,344,374,0,374,718
2020-11-01,SEA,828,2,2,0,832,0,0,0,832
2020-11-02,MWH,24,89,33,29,175,426,54,480,655
2020-11-02,PAE,6,10,244,0,260,279,0,279,539
2020-11-02,SEA,823,11,0,0,834,0,0,0,834
2020-11-03,MWH,48,78,26,22,174,386,14,400,574
2020-11-03,PAE,7,8,12,0,27,0,0,0,27
2020-11-03,SEA,775,13,3,0,791,0,0,0,791
2020-11-04,MWH,4,56,28,23,111,462,46,508,619
2020-11-04,PAE,12,5,17,0,34,0,0,0,34
2020-11-04,SEA,795,13,0,0,808,0,0,0,808
2020-11-05,MWH,23,64,11,21,119,266,16,282,401
2020-11-05,PAE,14,5,43,2,64,108,0,108,172
2020-11-05,SEA,845,13,4,0,862,0,0,0,862
2020-11-06,MWH,33,0,16,28,77,0,0,0,77
2020-11-06,PAE,19,5,165,4,193,276,0,276,469
2020-11-06,SEA,850,13,1,0,864,0,0,0,864
2020-11-07,MWH,0,3,17,0,20,18,0,18,38
2020-11-07,PAE,13,3,118,0,134,353,0,353,487
2020-11-07,SEA,790,7,0,0,797,0,0,0,797
2020-11-08,MWH,0,0,8,12,20,12,0,12,32
2020-11-08,PAE,14,0,320,2,336,255,2,257,593
2020-11-08,SEA,861,5,1,0,867,0,0,0,867
2020-11-09,MWH,10,84,22,38,154,409,92,501,655
2020-11-09,PAE,16,8,122,0,146,286,0,286,432
2020-11-09,SEA,837,11,2,1,851,0,0,0,851
2020-11-10,MWH,0,85,14,53,152,420,107,527,679
2020-11-10,PAE,18,2,48,0,68,0,0,0,68
2020-11-10,SEA,808,14,1,0,823,0,0,0,823
2020-11-11,MWH,16,0,31,0,47,2,0,2,49
2020-11-11,PAE,17,4,204,0,225,552,2,554,779
2020-11-11,SEA,825,13,6,0,844,0,0,0,844
2020-11-12,MWH,6,14,7,17,44,34,30,64,108
2020-11-12,PAE,18,5,67,0,90,177,0,177,267
2020-11-12,SEA,866,15,4,0,885,0,0,0,885
2020-11-13,MWH,33,13,7,0,53,0,0,0,53
2020-11-13,PAE,18,6,35,0,59,119,0,119,178
2020-11-13,SEA,866,14,4,0,884,0,0,0,884
2020-11-14,MWH,2,0,20,0,22,12,0,12,34
2020-11-14,PAE,17,7,142,0,166,219,0,219,385
2020-11-14,SEA,812,5,3,0,820,0,0,0,820
2020-11-15,MWH,0,0,11,0,11,0,0,0,11
2020-11-15,PAE,15,7,83,0,105,111,0,111,216
2020-11-15,SEA,865,0,2,0,867,0,0,0,867
2020-11-16,MWH,15,27,4,6,52,212,0,212,264
2020-11-16,PAE,14,9,40,0,63,50,0,50,113
2020-11-16,SEA,833,14,0,0,847,0,0,0,847
2020-11-17,MWH,18,53,21,42,134,319,67,386,520
2020-11-17,PAE,17,5,28,0,50,3,0,3,53
2020-11-17,SEA,803,14,1,0,818,0,0,0,818
2020-11-18,MWH,26,102,17,24,169,520,8,528,697
2020-11-18,PAE,10,3,48,0,61,24,0,24,85
2020-11-18,SEA,833,15,2,0,850,0,0,0,850
2020-11-19,MWH,31,99,28,26,184,297,28,325,509
2020-11-19,PAE,19,4,77,0,100,141,0,141,241
2020-11-19,SEA,868,16,0,0,884,0,0,0,884
2020-11-20,MWH,0,17,54,6,77,24,2,26,103
2020-11-20,PAE,17,4,138,4,163,191,13,204,367
2020-11-20,SEA,904,16,2,0,922,0,0,0,922
2020-11-21,MWH,0,2,22,0,24,50,0,50,74
2020-11-21,PAE,16,8,321,0,345,359,0,359,704
2020-11-21,SEA,860,6,3,0,869,0,0,0,869
2020-11-22,MWH,4,1,13,0,18,14,0,14,32
2020-11-22,PAE,14,4,123,0,141,408,0,408,549
2020-11-22,SEA,902,2,0,0,904,0,0,0,904
2020-11-23,MWH,7,0,5,21,33,2,0,2,35
2020-11-23,PAE,11,5,51,1,68,98,6,104,172
2020-11-23,SEA,872,13,0,0,885,0,0,0,885
2020-11-24,MWH,2,11,1,31,45,0,4,4,49
2020-11-24,PAE,28,8,9,5,50,12,2,14,64
2020-11-24,SEA,864,16,2,0,882,0,0,0,882
2020-11-25,MWH,4,2,31,14,51,0,0,0,51
2020-11-25,PAE,29,3,143,0,175,201,0,201,376
2020-11-25,SEA,917,14,0,0,931,0,0,0,931
2020-11-26,MWH,4,2,6,0,12,0,0,0,12
2020-11-26,PAE,0,0,8,0,8,0,0,0,8
2020-11-26,SEA,603,2,2,0,607,0,0,0,607
2020-11-27,MWH,0,3,10,0,13,0,0,0,13
2020-11-27,PAE,14,5,194,0,213,178,0,178,391
2020-11-27,SEA,785,13,2,0,800,0,0,0,800
2020-11-28,MWH,0,0,1,0,1,0,0,0,1
2020-11-28,PAE,23,4,97,0,124,254,0,254,378
2020-11-28,SEA,860,6,0,0,866,0,0,0,866
2020-11-29,MWH,0,5,21,0,26,4,0,4,30
2020-11-29,PAE,23,21,256,0,300,296,0,296,596
2020-11-29,SEA,939,12,13,0,964,0,0,0,964
2020-11-30,MWH,10,23,4,18,55,86,24,110,165
2020-11-30,PAE,22,13,112,0,147,149,0,149,296
2020-11-30,SEA,896,15,3,0,914,0,0,0,914
2020-12-01,MWH,16,135,56,56,263,409,60,469,732
2020-12-01,PAE,27,6,245,12,290,377,10,387,677
2020-12-01,SEA,863,14,9,0,886,0,0,0,886
2020-12-02,MWH,30,112,23,53,218,451,40,491,709
2020-12-02,PAE,25,7,289,2,323,284,0,284,607
2020-12-02,SEA,797,12,4,2,815,0,0,0,815
2020-12-03,MWH,14,87,44,25,170,400,25,425,595
2020-12-03,PAE,19,7,215,14,255,442,38,480,735
2020-12-03,SEA,836,12,4,4,856,0,0,0,856
2020-12-04,MWH,8,0,14,13,35,12,2,14,49
2020-12-04,PAE,19,6,276,3,304,329,21,350,654
2020-12-04,SEA,832,14,9,0,855,0,0,0,855
2020-12-05,MWH,14,0,11,0,25,12,0,12,37
2020-12-05,PAE,14,3,312,0,329,291,0,291,620
2020-12-05,SEA,747,10,5,0,762,0,0,0,762
2020-12-06,MWH,4,0,5,0,9,0,0,0,9
2020-12-06,PAE,13,3,79,4,99,46,0,46,145
2020-12-06,SEA,843,2,0,0,845,0,0,0,845
2020-12-07,MWH,10,2,3,22,37,0,0,0,37
2020-12-07,PAE,18,0,117,7,142,307,34,341,483
2020-12-07,SEA,808,17,0,0,825,0,0,0,825
2020-12-08,MWH,7,1,4,6,18,0,0,0,18
2020-12-08,PAE,20,3,29,4,56,0,0,0,56
2020-12-08,SEA,781,14,0,0,795,0,0,0,795
2020-12-09,MWH,4,0,2,2,8,0,0,0,8
2020-12-09,PAE,23,0,50,16,89,44,0,44,133
2020-12-09,SEA,788,12,0,0,800,0,0,0,800
2020-12-10,MWH,5,0,5,62,72,0,16,16,88
2020-12-10,PAE,21,10,166,28,225,301,0,301,526
2020-12-10,SEA,820,12,0,0,832,0,0,0,832
2020-12-11,MWH,12,0,4,6,22,0,0,0,22
2020-12-11,PAE,19,8,72,1,100,96,0,96,196
2020-12-11,SEA,834,19,2,0,855,0,0,0,855
2020-12-12,MWH,14,15,24,0,53,62,0,62,115
2020-12-12,PAE,12,0,293,1,306,406,0,406,712
2020-12-12,SEA,744,5,5,0,754,0,0,0,754
2020-12-13,MWH,6,2,1,0,9,0,0,0,9
2020-12-13,PAE,16,0,28,4,48,48,0,48,96
2020-12-13,SEA,837,1,0,0,838,0,0,0,838
2020-12-14,MWH,2,2,2,8,14,0,0,0,14
2020-12-14,PAE,20,4,17,6,47,23,0,23,70
2020-12-14,SEA,812,14,2,0,828,0,0,0,828
2020-12-15,MWH,2,1,6,15,24,12,0,12,36
2020-12-15,PAE,22,2,8,0,32,0,0,0,32
2020-12-15,SEA,778,17,0,0,795,0,0,0,795
2020-12-16,MWH,20,3,8,48,79,2,41,43,122
2020-12-16,PAE,14,8,56,0,78,121,0,121,199
2020-12-16,SEA,784,14,0,0,798,0,0,0,798
2020-12-17,MWH,18,0,27,36,81,0,70,70,151
2020-12-17,PAE,17,7,50,2,76,103,0,103,179
2020-12-17,SEA,859,16,2,0,877,0,0,0,877
2020-12-18,MWH,10,0,6,6,22,0,6,6,28
2020-12-18,PAE,20,1,27,10,58,28,0,28,86
2020-12-18,SEA,912,18,1,0,931,0,0,0,931
2020-12-19,MWH,11,2,18,0,31,42,0,42,73
2020-12-19,PAE,21,3,49,0,73,20,0,20,93
2020-12-19,SEA,849,11,2,0,862,0,0,0,862
2020-12-20,MWH,21,0,22,0,43,4,0,4,47
2020-12-20,PAE,25,8,63,0,96,101,0,101,197
2020-12-20,SEA,896,3,0,0,899,0,0,0,899
2020-12-21,MWH,6,0,5,0,11,0,0,0,11
2020-12-21,PAE,15,2,2,0,19,0,0,0,19
2020-12-21,SEA,864,17,2,0,883,0,0,0,883
2020-12-22,MWH,21,4,40,38,103,8,25,33,136
2020-12-22,PAE,19,3,244,0,266,245,0,245,511
2020-12-22,SEA,880,16,8,1,905,0,0,0,905
2020-12-23,MWH,37,0,79,7,123,0,0,0,123
2020-12-23,PAE,22,1,221,0,244,263,0,263,507
2020-12-23,SEA,907,19,3,0,929,0,0,0,929
2020-12-24,MWH,3,1,26,0,30,8,0,8,38
2020-12-24,PAE,16,8,182,0,206,168,0,168,374
2020-12-24,SEA,728,20,4,0,752,0,0,0,752
2020-12-25,MWH,0,0,2,0,2,0,0,0,2
2020-12-25,PAE,11,3,12,0,26,7,0,7,33
2020-12-25,SEA,665,0,0,0,665,0,0,0,665
2020-12-26,MWH,0,5,1,0,6,0,0,0,6
2020-12-26,PAE,15,5,28,0,48,6,0,6,54
2020-12-26,SEA,815,9,2,0,826,0,0,0,826
2020-12-27,MWH,12,0,5,1,18,0,0,0,18
2020-12-27,PAE,18,3,118,0,139,248,0,248,387
2020-12-27,SEA,877,3,4,0,884,0,0,0,884
2020-12-28,MWH,6,2,5,0,13,0,0,0,13
2020-12-28,PAE,12,7,232,4,255,237,0,237,492
2020-12-28,SEA,862,13,2,2,879,0,0,0,879
2020-12-29,MWH,2,1,28,29,60,10,72,82,142
2020-12-29,PAE,19,4,62,2,87,173,0,173,260
2020-12-29,SEA,873,12,1,0,886,0,0,0,886
2020-12-30,MWH,0,0,4,0,4,0,0,0,4
2020-12-30,PAE,13,3,23,0,39,0,0,0,39
2020-12-30,SEA,883,12,0,0,895,0,0,0,895
2020-12-31,MWH,4,4,10,0,18,0,0,0,18
2020-12-31,PAE,13,0,27,0,40,8,0,8,48
2020-12-31,SEA,731,11,0,0,742,0,0,0,742
2021-01-01,MWH,0,1,3,0,4,0,0,0,4
2021-01-01,PAE,12,3,17,0,32,12,0,12,44
2021-01-01,SEA,721,1,2,0,724,0,0,0,724
2021-01-02,MWH,0,0,6,0,6,0,0,0,6
2021-01-02,PAE,11,5,12,0,28,0,0,0,28
2021-01-02,SEA,869,4,2,0,875,0,0,0,875
2021-01-03,MWH,0,0,15,0,15,14,0,14,29
2021-01-03,PAE,11,1,59,0,71,5,0,5,76
2021-01-03,SEA,893,2,0,0,895,0,0,0,895
2021-01-04,MWH,10,39,7,0,56,106,0,106,162
2021-01-04,PAE,12,7,17,2,38,0,0,0,38
2021-01-04,SEA,882,10,0,0,892,0,0,0,892
2021-01-05,MWH,20,119,14,43,196,374,52,426,622
2021-01-05,PAE,21,0,36,1,58,21,17,38,96
2021-01-05,SEA,751,11,1,0,763,0,0,0,763
2021-01-06,MWH,13,85,13,21,132,408,16,424,556
2021-01-06,PAE,23,0,107,14,144,146,0,146,290
2021-01-06,SEA,764,14,3,0,781,0,0,0,781
2021-01-07,MWH,21,65,7,12,105,382,2,384,489
2021-01-07,PAE,25,1,266,2,294,354,0,354,648
2021-01-07,SEA,798,13,1,0,812,0,0,0,812
2021-01-08,MWH,31,1,7,18,57,12,40,52,109
2021-01-08,PAE,19,2,48,0,69,56,0,56,125
2021-01-08,SEA,805,13,2,0,820,0,0,0,820
2021-01-09,MWH,8,1,4,8,21,22,0,22,43
2021-01-09,PAE,14,5,274,0,293,303,0,303,596
2021-01-09,SEA,710,3,2,0,715,0,0,0,715
2021-01-10,MWH,0,0,20,0,20,6,0,6,26
2021-01-10,PAE,13,2,128,0,143,186,0,186,329
2021-01-10,SEA,806,1,4,0,811,0,0,0,811
2021-01-11,MWH,8,2,11,8,29,0,0,0,29
2021-01-11,PAE,12,1,23,1,37,11,0,11,48
2021-01-11,SEA,773,14,2,0,789,0,0,0,789
2021-01-12,MWH,9,55,4,55,123,280,14,294,417
2021-01-12,PAE,10,4,19,6,39,0,0,0,39
2021-01-12,SEA,754,12,0,0,766,0,0,0,766
2021-01-13,MWH,0,6,8,12,26,76,11,87,113
2021-01-13,PAE,19,4,186,7,216,402,0,402,618
2021-01-13,SEA,741,11,4,0,756,0,0,0,756
2021-01-14,MWH,4,113,26,24,167,321,44,365,532
2021-01-14,PAE,11,3,241,14,269,244,0,244,513
2021-01-14,SEA,793,19,5,0,817,0,0,0,817
2021-01-15,MWH,0,1,17,1,19,3,0,3,22
2021-01-15,PAE,14,1,108,0,123,200,0,200,323
2021-01-15,SEA,812,10,2,0,824,0,0,0,824
2021-01-16,MWH,4,1,17,0,22,32,0,32,54
2021-01-16,PAE,13,0,185,0,198,272,0,272,470
2021-01-16,SEA,691,6,1,0,698,0,0,0,698
2021-01-17,MWH,4,1,14,0,19,22,0,22,41
2021-01-17,PAE,12,4,67,0,83,94,0,94,177
2021-01-17,SEA,739,2,1,0,742,0,0,0,742
2021-01-18,MWH,11,1,68,0,80,22,0,22,102
2021-01-18,PAE,17,1,118,0,136,180,0,180,316
2021-01-18,SEA,780,11,2,0,793,0,0,0,793
2021-01-19,MWH,32,92,46,32,202,366,39,405,607
2021-01-19,PAE,13,3,133,3,152,213,15,228,380
2021-01-19,SEA,762,12,4,0,778,0,0,0,778
2021-01-20,MWH,23,105,20,58,206,495,60,555,761
2021-01-20,PAE,17,1,148,9,175,244,0,244,419
2021-01-20,SEA,746,12,1,0,759,0,0,0,759
2021-01-21,MWH,21,97,20,44,182,418,84,502,684
2021-01-21,PAE,12,10,58,6,86,70,0,70,156
2021-01-21,SEA,791,11,4,0,806,0,0,0,806
2021-01-22,MWH,28,2,28,27,85,32,87,119,204
2021-01-22,PAE,30,5,279,1,315,276,0,276,591
2021-01-22,SEA,806,11,6,0,823,0,0,0,823
2021-01-23,MWH,20,2,43,0,65,72,0,72,137
2021-01-23,PAE,13,2,242,0,257,144,0,144,401
2021-01-23,SEA,694,4,6,0,704,0,0,0,704
2021-01-24,MWH,0,3,4,0,7,3,0,3,10
2021-01-24,PAE,12,4,24,0,40,20,0,20,60
2021-01-24,SEA,774,2,0,0,776,0,0,0,776
2021-01-25,MWH,10,35,2,10,57,226,7,233,290
2021-01-25,PAE,24,3,64,0,91,127,0,127,218
2021-01-25,SEA,771,10,2,2,785,0,0,0,785
2021-01-26,MWH,8,99,12,25,144,425,30,455,599
2021-01-26,PAE,17,9,128,2,156,74,0,74,230
2021-01-26,SEA,741,15,1,0,757,0,0,0,757
2021-01-27,MWH,10,0,6,9,25,0,10,10,35
2021-01-27,PAE,24,1,111,8,144,140,0,140,284
2021-01-27,SEA,744,11,0,0,755,0,0,0,755
2021-01-28,MWH,26,105,12,8,151,547,36,583,734
2021-01-28,PAE,25,2,84,0,111,166,0,166,277
2021-01-28,SEA,797,10,0,3,810,0,0,0,810
2021-01-29,MWH,16,0,17,16,49,8,51,59,108
2021-01-29,PAE,18,5,113,0,136,137,0,137,273
2021-01-29,SEA,801,13,2,0,816,0,0,0,816
2021-01-30,MWH,4,0,17,0,21,12,1,13,34
2021-01-30,PAE,9,3,104,0,116,173,0,173,289
2021-01-30,SEA,695,6,1,0,702,0,0,0,702
2021-01-31,MWH,18,0,19,0,37,38,0,38,75
2021-01-31,PAE,24,2,40,0,66,7,0,7,73
2021-01-31,SEA,815,1,2,0,818,0,0,0,818
2021-02-01,MWH,12,104,15,41,172,432,65,497,669
2021-02-01,PAE,18,5,37,0,60,58,0,58,118
2021-02-01,SEA,775,10,4,0,789,0,0,0,789
2021-02-02,MWH,20,94,11,54,179,212,85,297,476
2021-02-02,PAE,11,0,29,0,40,2,0,2,42
2021-02-02,SEA,754,10,4,0,768,0,0,0,768
2021-02-03,MWH,15,91,34,16,156,272,0,272,428
2021-02-03,PAE,15,9,206,18,248,372,0,372,620
2021-02-03,SEA,768,12,0,0,780,0,0,0,780
2021-02-04,MWH,16,126,18,21,181,323,58,381,562
2021-02-04,PAE,13,2,17,2,34,0,0,0,34
2021-02-04,SEA,819,13,3,0,835,0,0,0,835
2021-02-05,MWH,26,0,19,18,63,10,10,20,83
2021-02-05,PAE,10,8,61,0,79,0,0,0,79
2021-02-05,SEA,821,12,5,0,838,0,0,0,838
2021-02-06,MWH,0,1,3,0,4,0,0,0,4
2021-02-06,PAE,18,2,39,0,59,35,0,35,94
2021-02-06,SEA,738,3,0,0,741,0,0,0,741
2021-02-07,MWH,0,2,17,0,19,2,0,2,21
2021-02-07,PAE,8,2,176,0,186,363,0,363,549
2021-02-07,SEA,748,3,1,0,752,0,0,0,752
2021-02-08,MWH,28,124,31,16,199,214,20,234,433
2021-02-08,PAE,11,1,60,4,76,169,0,169,245
2021-02-08,SEA,798,11,4,1,814,0,0,0,814
2021-02-09,MWH,38,99,24,60,221,242,66,308,529
2021-02-09,PAE,13,2,198,1,214,358,0,358,572
2021-02-09,SEA,748,15,1,0,764,0,0,0,764
2021-02-10,MWH,19,86,39,21,165,261,44,305,470
2021-02-10,PAE,10,1,148,1,160,336,8,344,504
2021-02-10,SEA,769,11,2,0,782,0,0,0,782
2021-02-11,MWH,20,63,8,21,112,176,30,206,318
2021-02-11,PAE,10,7,62,0,79,97,0,97,176
2021-02-11,SEA,841,8,3,0,852,0,0,0,852
2021-02-12,MWH,11,1,5,17,34,0,12,12,46
2021-02-12,PAE,10,5,62,0,77,73,0,73,150
2021-02-12,SEA,879,17,6,0,902,0,0,0,902
2021-02-13,MWH,0,0,4,0,4,0,0,0,4
2021-02-13,PAE,5,1,3,0,9,0,0,0,9
2021-02-13,SEA,293,4,0,0,297,0,0,0,297
2021-02-14,MWH,0,0,6,0,6,34,0,34,40
2021-02-14,PAE,4,4,2,0,10,0,0,0,10
2021-02-14,SEA,591,0,2,0,593,0,0,0,593
2021-02-15,MWH,5,0,4,0,9,0,0,0,9
2021-02-15,PAE,14,2,6,0,22,0,0,0,22
2021-02-15,SEA,823,11,1,0,835,0,0,0,835
2021-02-16,MWH,31,3,5,10,49,0,0,0,49
2021-02-16,PAE,13,0,50,2,65,117,0,117,182
2021-02-16,SEA,812,11,1,0,824,0,0,0,824
2021-02-17,MWH,15,30,20,49,114,216,44,260,374
2021-02-17,PAE,8,3,254,6,271,393,0,393,664
2021-02-17,SEA,848,12,5,0,865,0,0,0,865
2021-02-18,MWH,0,98,5,16,119,306,54,360,479
2021-02-18,PAE,17,2,49,2,70,122,0,122,192
2021-02-18,SEA,901,14,2,0,917,0,0,0,917
2021-02-19,MWH,6,0,8,0,14,0,0,0,14
2021-02-19,PAE,8,3,94,0,105,142,0,142,247
2021-02-19,SEA,912,13,2,0,927,0,0,0,927
2021-02-20,MWH,16,2,12,4,34,16,0,16,50
2021-02-20,PAE,6,2,185,0,193,179,0,179,372
